MUNICIPIO_CRIME;NATUREZA_CRIME;ARMA_UTILIZADA;DATA_REGISTRO;SEXO;IDADE;MES_ANO;LONGITUDE;LATITUDE;INCIDENCIA_CRIME;POPULACAO;IDHM;PIB_PERCAPITA
Abaiara;Homicidio Doloso;Arma De Fogo;14/01/2018;Masculino;26;01/2018;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Arma De Fogo;07/10/2015;Masculino;45;10/2015;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Arma De Fogo;14/12/2016;Masculino;77;12/2016;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Arma De Fogo;05/08/2017;Masculino;34;08/2017;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Arma De Fogo;20/06/2015;Masculino;34;06/2015;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Arma De Fogo;8/01/2015;Masculino;30;01/2015;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Arma Branca;02/12/2016;Masculino;42;12/2016;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Outros;13/08/2016;Feminino;16;08/2016;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Outros;08/05/2016;Masculino;34;05/2016;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Arma De Fogo;25/04/2017;Masculino;34;04/2017;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Abaiara;Homicidio Doloso;Arma Branca;29/06/2014;Masculino;34;06/2014;-39,04755;-7,356977;  11;10489;0.628;3429.7199999999998
Acarape;Homicidio Doloso;Arma De Fogo;08/06/2018;Masculino;23;06/2018;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Outros;22/04/2015;Feminino;NA;04/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;11/07/2014;Masculino;15;07/2014;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;16/10/2017;Masculino;42;10/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;12/02/2017;Masculino;23;02/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;03/09/2018;Masculino;47;09/2018;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;16/09/2018;Masculino;54;09/2018;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;23/06/2017;Masculino;19;06/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;22/12/2016;Masculino;25;12/2016;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;04/07/2018;Masculino;51;07/2018;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;28/04/2017;Masculino;NA;04/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;20/05/2018;Masculino;59;05/2018;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;12/02/2017;Masculino;19;02/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;14/03/2014;Masculino;26;03/2014;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;20/04/2018;Masculino;40;04/2018;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;23/01/2016;Masculino;45;01/2016;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;26/12/2015;Masculino;31;12/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma Branca;27/02/2017;Masculino;21;02/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Outros;04/06/2016;Masculino;16;06/2016;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;4/05/2015;Masculino;17;05/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Outros;17/01/2015;Masculino;20;01/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma Branca;18/08/2014;Masculino;44;08/2014;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;25/09/2018;Masculino;19;09/2018;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;24/02/2017;Masculino;22;02/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;07/08/2016;Masculino;57;08/2016;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;26/03/2015;Masculino;22;03/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma Branca;07/12/2015;Masculino;40;12/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;23/08/2014;Masculino;36;08/2014;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;16/03/2014;Masculino;24;03/2014;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma Branca;14/01/2015;Masculino;33;01/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;01/12/2017;Masculino;50;12/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;13/08/2017;Masculino;NA;08/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;16/07/2018;Masculino;22;07/2018;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;03/07/2016;Masculino;37;07/2016;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;4/05/2015;Masculino;20;05/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;4/05/2015;Masculino;24;05/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;04/04/2017;Masculino;37;04/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Outros;03/08/2014;Feminino;51;08/2014;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Outros;04/10/2016;Masculino;63;10/2016;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;6/03/2015;Masculino;18;03/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;13/01/2015;Feminino;12;01/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Outros;05/07/2015;Masculino;33;07/2015;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;09/04/2017;Masculino;26;04/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;08/10/2017;Masculino;24;10/2017;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarape;Homicidio Doloso;Arma De Fogo;01/12/2016;Masculino;38;12/2016;-38,70562;-4,223138;  45;15337;0.606;4454.1700000000001
Acarau;Feminicidio;Arma Branca;15/08/2018;Feminino;41;08/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;25/10/2017;Masculino;22;10/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;11/02/2018;Feminino;55;02/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Roubo Seguido De Morte (Latrocinio);Arma De Fogo;15/10/2016;Masculino;38;10/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Roubo Seguido De Morte (Latrocinio);Arma De Fogo;28/09/2016;Masculino;46;09/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;25/05/2018;Masculino;35;05/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;03/06/2016;Masculino;17;06/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;07/03/2014;Masculino;NA;03/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;13/12/2018;Masculino;38;12/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;05/04/2014;Masculino;17;04/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Roubo Seguido De Morte (Latrocinio);Arma De Fogo;04-May-2017;Masculino;74;NA;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;06/04/2017;Masculino;26;04/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;30/10/2016;Masculino;31;10/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma Branca;04/09/2017;Masculino;42;09/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;24/11/2017;Masculino;21;11/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;03/10/2016;Masculino;63;10/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;5/02/2015;Masculino;NA;02/2015;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma Branca;07/01/2014;Masculino;39;01/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma Branca;13/05/2018;Masculino;25;05/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;16/01/2014;Masculino;28;01/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma Branca;30/11/2014;Masculino;NA;11/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;16/10/2017;Masculino;33;10/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma Branca;19/06/2018;Masculino;44;06/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma Branca;2/10/2014;Feminino;41;10/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;17/08/2018;Masculino;29;08/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;25/10/2017;Masculino;29;10/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;29/11/2015;Masculino;31;11/2015;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;14/09/2014;Masculino;50;09/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;17/09/2017;Masculino;25;09/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;6/11/2014;Masculino;19;11/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;01/08/2016;Masculino;51;08/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;22/06/2018;Masculino;36;06/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;26/05/2016;Masculino;26;05/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;05/03/2014;Masculino;29;03/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;26/06/2018;Masculino;57;06/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;11-May-2017;Masculino;38;NA;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;08/09/2017;Masculino;28;09/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;20/06/2017;Masculino;21;06/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;17/08/2018;Masculino;25;08/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;17/12/2015;Masculino;17;12/2015;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;10/09/2017;Masculino;46;09/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma Branca;15/03/2018;Feminino;50;03/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;10/06/2017;Masculino;21;06/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;06/12/2017;Masculino;25;12/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;2/01/2015;Masculino;72;01/2015;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;10/02/2018;Masculino;19;02/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;24/05/2016;Masculino;40;05/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;10/03/2018;Masculino;19;03/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;04/05/2018;Masculino;27;05/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;14/06/2018;Masculino;34;06/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma Branca;12/12/2016;Masculino;23;12/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;07/09/2015;Masculino;55;09/2015;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;17/02/2014;Feminino;50;02/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;10/06/2018;Masculino;19;06/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;16/10/2014;Masculino;16;10/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;16/01/2014;Masculino;21;01/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;22-May-2017;Feminino;20;NA;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;08/09/2017;Feminino;NA;09/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;09/06/2016;Feminino;51;06/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;02/09/2017;Masculino;15;09/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;29/06/2017;Masculino;23;06/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;12/01/2018;Masculino;20;01/2018;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Outros;04/08/2014;Masculino;21;08/2014;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;19/10/2015;Masculino;23;10/2015;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;12/09/2017;Masculino;34;09/2017;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acarau;Homicidio Doloso;Arma De Fogo;11/08/2016;Feminino;17;08/2016;-40,11824;-2,885311;  66;57542;0.601;5378.5100000000002
Acopiara;Homicidio Doloso;Arma De Fogo;03/03/2014;Masculino;15;03/2014;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;08/09/2018;Masculino;37;09/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;15/12/2017;Masculino;58;12/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;31/07/2016;Masculino;NA;07/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;13/01/2018;Masculino;32;01/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Outros;14/10/2018;Masculino;18;10/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;28/09/2017;Masculino;56;09/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;25/12/2015;Masculino;21;12/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;29/03/2016;Masculino;26;03/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;20/03/2015;Masculino;36;03/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma Branca;10/06/2018;Masculino;24;06/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;24/06/2015;Masculino;29;06/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;21/11/2018;Masculino;39;11/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;12/08/2018;Masculino;37;08/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;03/04/2015;Masculino;33;04/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma Branca;24/06/2017;Masculino;43;06/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;03/11/2017;Masculino;20;11/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;27/04/2017;Masculino;NA;04/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;29/06/2015;Masculino;NA;06/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;16/06/2014;Masculino;57;06/2014;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;14/08/2016;Masculino;27;08/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;24/09/2015;Masculino;22;09/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;12/05/2015;Masculino;23;05/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;24/06/2018;Masculino;45;06/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;17/06/2016;Masculino;48;06/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;10/11/2017;Feminino;24;11/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Outros;13/09/2017;Masculino;45;09/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Outros;2/12/2014;Masculino;18;12/2014;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;04/09/2018;Masculino;33;09/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;22/11/2018;Masculino;34;11/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;04/05/2016;Feminino;21;05/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma Branca;11/11/2018;Masculino;28;11/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;03/09/2017;Masculino;35;09/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;23/03/2018;Masculino;17;03/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;28/03/2017;Masculino;39;03/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Lesao Corporal Seguida De Morte;Outros;14/01/2017;Masculino;64;01/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Roubo Seguido De Morte (Latrocinio);Arma Branca;12/07/2014;Masculino;71;07/2014;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;20-May-2017;Masculino;21;NA;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma Branca;04/07/2015;Feminino;47;07/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;27/08/2018;Masculino;16;08/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma Branca;14/08/2016;Masculino;47;08/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;14/01/2015;Masculino;50;01/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;24/02/2017;Masculino;47;02/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;05/06/2018;Masculino;18;06/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;02/06/2017;Masculino;44;06/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;23/10/2018;Masculino;16;10/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;10/04/2016;Masculino;45;04/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;09/04/2017;Feminino;45;04/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma Branca;02/06/2015;Masculino;22;06/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;20/08/2017;Masculino;20;08/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;19/01/2018;Masculino;42;01/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;28/10/2018;Masculino;49;10/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;10/11/2017;Masculino;20;11/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;07/09/2015;Masculino;NA;09/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;07-May-2017;Masculino;27;NA;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;13/02/2015;Masculino;34;02/2015;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;22/12/2018;Masculino;20;12/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;23/07/2016;Masculino;64;07/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;04/06/2018;Masculino;65;06/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;08/02/2014;Masculino;18;02/2014;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;06/08/2016;Masculino;54;08/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;07/10/2017;Masculino;55;10/2017;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;30/12/2018;Masculino;23;12/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma Branca;09/12/2018;Masculino;52;12/2018;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;2/12/2014;Masculino;51;12/2014;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
Acopiara;Homicidio Doloso;Arma De Fogo;18/08/2016;Masculino;31;08/2016;-39,45571;-6,092762;  91;51171;0.595;4025.9400000000001
